Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames,,,,,,
2118,11946012,LHXRJL,4/14/2024 12:36,0.1456,2,lhxrjl,,,,,,
2119,11775087,FarisGuo,3/14/2024 12:20,0.14562,7,farisguo,,,,,,
2120,11866106,Siddhant Jain #7,3/31/2024 16:33,0.14562,1,siddhantjain03,,,,,,
2121,11703951,ICE016,3/4/2024 11:52,0.14565,3,ice016,,,,,,
2122,11811571,Weiwen Ji,3/21/2024 7:41,0.14566,1,weiwenji,,,,,,
2123,11789799,Miss Match,3/17/2024 6:06,0.14567,2,imissed,,,,,,
2124,11955413,Brian DeMilia,4/18/2024 0:48,0.14567,7,briandemilia,,,,,,
2125,11892916,AYEBAZIBWE ISHMAEL,4/10/2024 14:13,0.14568,3,ayebazibweishmael,,,,,,
2126,10786643,JorisMat,4/20/2024 23:11,0.14568,4,jorismat,,,,,,
2127,11875956,Sami #4,4/3/2024 8:32,0.1457,1,sami243,,,,,,
2128,11800886,nihalB_05,3/19/2024 11:10,0.14574,1,nihalb05,,,,,,
2129,12002207,Vic Alan,4/23/2024 8:20,0.14574,1,vicalan,,,,,,
2130,11873122,Ty Gresser,4/16/2024 19:43,0.14574,27,tygresser,,,,,,
2131,11592883,Data 4999 Rough Ridas,4/13/2024 19:38,0.14576,2,robertbecket01,,,,,,
2132,11882447,tkchka,4/18/2024 1:40,0.14577,3,takeshichka,,,,,,
2133,11520467,Balamurali,4/15/2024 11:18,0.14579,2,techner,,,,,,
2134,11894460,Jenny Dinh,4/4/2024 19:34,0.14579,1,jennydinh,,,,,,
2135,11574650,Colin Fairbourn,4/11/2024 22:42,0.14579,9,colinfairbourn,,,,,,
2136,11807155,lfss_zxj,4/12/2024 17:30,0.14579,5,lfsszxj,,,,,,
2137,11534170,styvens smith,4/16/2024 2:18,0.14581,1,styvenssmith,,,,,,
2138,11789668,TIANPENGYU,3/21/2024 3:02,0.14581,5,tianpy,,,,,,
2139,11829923,Teo BLAISE KAPLANSKI,3/28/2024 13:41,0.14583,2,teobk12901,,,,,,
2140,11709182,MosesMoody,3/1/2024 10:14,0.14584,1,mosesmoody,,,,,,
2141,11778693,Hibiki Hakata,3/15/2024 7:02,0.14584,2,hibikihakata,,,,,,
2142,11583095,Tseegi Nyamdorj,4/19/2024 18:13,0.14585,15,tseeginyamdorj,,,,,,
2143,11735417,Filatovaaa,3/6/2024 9:08,0.14585,1,filatovaaa,,,,,,
2144,11737838,Ayla Kayabas #2,3/14/2024 14:29,0.14587,5,aylakayabas,,,,,,
2145,11909991,Xinze Wu,4/8/2024 3:08,0.14589,1,xinzewu,,,,,,
2146,11729118,LibfPro,3/5/2024 13:27,0.1459,2,libfpro,,,,,,
2147,11888291,Nikurida,4/6/2024 22:56,0.1459,11,nikurida,,,,,,
2148,11857300,Atharva Deshpande925,4/11/2024 10:11,0.1459,5,atharvadeshpande925,,,,,,
2149,11445159,Kennylol,4/21/2024 16:59,0.14592,17,kennylol,,,,,,
2150,11840666,ZZ,4/20/2024 12:36,0.14593,1,zzxeos,,,,,,
2151,11765007,jasmine #2,3/15/2024 7:28,0.14594,3,jasmine880809,,,,,,
2152,11515439,italiyarishi,4/12/2024 11:22,0.14594,5,italiyarishi,,,,,,
2153,11766712,metehan kantemir,3/12/2024 9:57,0.14595,1,metehankantemir,,,,,,
2154,11769501,dat ninja,3/12/2024 19:28,0.14595,1,datninja01,,,,,,
2155,11770067,Mark Medhat,3/12/2024 23:46,0.14595,1,markmedhat,,,,,,
2156,11799844,AbdElRahman16,3/19/2024 5:19,0.14595,1,abdelrahman16,,,,,,
2157,11771261,Pr0va1der2,3/27/2024 11:02,0.14595,1,pr0va1der2,,,,,,
2158,11842284,Himanshux_7,3/27/2024 22:28,0.14595,3,himanshux7,,,,,,
2159,11876063,Kiều Anh Phạm,4/2/2024 11:22,0.14595,1,kiuahph,,,,,,
2160,11973332,Linwyc,4/18/2024 14:12,0.14595,2,linwyc,,,,,,
2161,11719523,Nguyễn Phi Hùng,3/3/2024 17:30,0.14596,2,phunght03,,,,,,
2162,11665286,Vincent Kohm,3/29/2024 15:44,0.14596,2,vincentkohm,,,,,,
2163,11904098,SudhChaur,4/10/2024 9:40,0.14597,1,sudhchaur,,,,,,
2164,11583037,Meaghan Brennan,4/24/2024 19:35,0.14599,7,mcbrennan,,,,,,
2165,11952308,Brayden Bowin,4/17/2024 2:28,0.14599,17,braydenbowin,,,,,,
2166,11931446,Инчао Вэй,4/11/2024 14:13,0.14602,1,yingchao0704,,,,,,
2167,11744820,Vishwa Rajput,3/20/2024 20:35,0.14602,12,vishwarajput,,,,,,
2168,11883802,Anren,4/5/2024 12:00,0.14604,14,anrenk,,,,,,
2169,11924139,杨金荣Y,4/10/2024 8:28,0.14604,1,yangjinrong,,,,,,
2170,11910050,Group 31,4/16/2024 8:28,0.14605,7,lthhngnhungfdvsdvx,,,,,,
2171,11794236,xiaofeiyang2,3/20/2024 0:46,0.14606,6,xiaofeiyang2,,,,,,
2172,11864635,BoyanHuo1999,4/7/2024 10:37,0.14607,3,boyanhuo1999,,,,,,
2173,11791389,Dog404,3/30/2024 13:42,0.14607,4,dog404,,,,,,
2174,11759068,Gordan Tao,3/15/2024 22:15,0.14607,8,gordantao04,,,,,,
2175,11915978,William Hazen,4/14/2024 23:23,0.14608,4,williamhazen,,,,,,
2176,12021499,baranwalayush,4/26/2024 8:43,0.14609,2,baranwalayush,,,,,,
2177,11603621,BSkinner,3/25/2024 1:42,0.14609,1,bskinner,,,,,,
2178,11944840,hoangvispkt,4/22/2024 16:21,0.14609,5,hoangvispkt,,,,,,
2179,11996038,Nabiru,4/22/2024 8:13,0.1461,1,nabiru,,,,,,
2180,11993770,Charlene Huang,4/23/2024 19:27,0.14614,1,charlenehuang,,,,,,
2181,8264667,Makoto Ando,3/14/2024 7:41,0.14616,2,makotoando,,,,,,
2182,11713183,JayasankaD,3/23/2024 0:01,0.14616,2,jayasankad,,,,,,
2183,11824494,hua li anxin,3/24/2024 13:46,0.14617,1,hualianxin,,,,,,
2184,11817861,Benjamin Wishon,3/24/2024 21:01,0.14617,2,benjaminwishon,,,,,,
2185,11435330,Noboru Tokuhiro,3/2/2024 4:12,0.14618,1,noborutokuhiro,,,,,,
2186,11808447,Abdullah Al Darwish,3/20/2024 20:16,0.14619,1,abdullahaldarwish,,,,,,
2187,11655093,MoeQaed,4/13/2024 23:01,0.1462,20,moeqaed,,,,,,
2188,11766094,Walt aone,3/12/2024 11:24,0.14621,3,waltaone,,,,,,
2189,10926433,panda penguin00,4/2/2024 8:45,0.14621,2,"harry414,pandapenguin00",,,,,,
2190,11959222,Peshkov_Matvey,4/23/2024 18:03,0.14622,7,peshkovmatvey,,,,,,
2191,11897905,Tom Bignell,4/26/2024 15:55,0.14623,7,tombignell,,,,,,
2192,11963320,K@rtikArora,4/20/2024 11:42,0.14623,2,krtikarora,,,,,,
2193,11848615,Paul Calderon Berrio,4/23/2024 12:58,0.14625,5,paulcalderonberrio,,,,,,
2194,11507965,Nguyen Thai Tung FX21046,3/3/2024 9:55,0.14625,9,thaitungfx21046,,,,,,
2195,11822449,soso song,3/31/2024 6:21,0.14625,7,sososong,,,,,,
2196,11583047,Gabriela Eastwood,4/24/2024 17:39,0.14626,16,gabrielaeastwood,,,,,,
2197,11990817,Tequila1111,4/25/2024 9:30,0.14627,1,tequila1111,,,,,,
2198,11679608,Ravid Masalton,4/11/2024 10:40,0.14628,54,ravidmasalton,,,,,,
2199,11944063,Dhanush Chilakala,4/18/2024 6:18,0.14628,8,dhanushchilakala,,,,,,
2200,11892812,Andrey Naligatski Dias,4/4/2024 23:37,0.14628,1,andreynaligatskidias,,,,,,
2201,11783261,Sabirul Islam,3/18/2024 14:18,0.1463,1,sabirulislam,,,,,,
2202,11747311,xieboyang,3/29/2024 13:11,0.1463,1,xieboyang,,,,,,
2203,11697133,Muhammad Umer Abbasi,3/14/2024 2:30,0.1463,11,muhammadumerabbasi,,,,,,
2204,11961091,Berry Wang,4/17/2024 3:57,0.1463,3,berrywang111,,,,,,
2205,11958325,JeffGrand,4/22/2024 14:37,0.14631,6,jeffgrand,,,,,,
2206,11642136,Chopper53,4/21/2024 7:06,0.14631,3,chopper53,,,,,,
2207,11635133,AUM AMITABH TRIPATHI,4/16/2024 12:09,0.14632,10,aumamitabhtripathi,,,,,,
2208,11927255,REI - House Hunters,4/12/2024 16:39,0.14632,1,fredglaeseriv,,,,,,
2209,11795505,R_Manoj_kumar27,3/21/2024 12:14,0.14634,2,rmanojkumar27,,,,,,
2210,11765487,JonathanWang20,3/12/2024 7:10,0.14636,8,jonathanwang20,,,,,,
2211,11937347,zumdre,4/12/2024 17:29,0.14636,1,zumdre,,,,,,
2212,9827064,Minh25,3/6/2024 10:25,0.14637,7,minh25,,,,,,
2213,11882384,Patsont,4/26/2024 5:27,0.14637,37,patsont,,,,,,
2214,11675407,takodoro,3/1/2024 11:31,0.14638,1,takodoro,,,,,,
2215,11687506,M0ntan,3/4/2024 15:54,0.14638,5,m0ntan,,,,,,
2216,11895820,Willis Jones,4/15/2024 20:44,0.14639,17,willisjones,,,,,,
2217,11950686,dat truong 2112,4/16/2024 0:51,0.14639,2,dattruong2112,,,,,,
2218,11834184,sparks_tan,3/27/2024 5:24,0.1464,5,sparkstan,,,,,,
2219,11951871,lingzhu yue,4/15/2024 16:31,0.14641,6,lingzhuyue,,,,,,
2220,12002335,Utkarsh Gupta #5,4/24/2024 16:22,0.14642,1,utkarshgupta953,,,,,,
2221,11766786,LeoZilli,3/12/2024 16:55,0.14642,1,leozilli,,,,,,
2222,11955580,Nguyen Phuong Duy Thang ,4/19/2024 8:44,0.14642,5,nguyenphuongduythang,,,,,,
2223,10619539,happyppp,4/3/2024 8:55,0.14643,1,happyppp,,,,,,
2224,11685092,BS Chauhan,2/29/2024 2:44,0.14643,2,bschauhan,,,,,,
2225,10440062,nninjun,3/22/2024 5:28,0.14644,1,nninjun,,,,,,
2226,11797270,surya737,4/17/2024 7:45,0.14644,2,surya737,,,,,,
2227,11898733,Jeneveuxpas,4/7/2024 4:07,0.14644,6,jeneveuxpas,,,,,,
2228,11836814,JohnRH,3/29/2024 17:15,0.14648,1,johnrh,,,,,,
2229,10679330,neyguu,3/13/2024 14:15,0.14648,6,neyguu,,,,,,
2230,12016533,Raebyy,4/26/2024 13:58,0.14649,12,raebyy,,,,,,
2231,4337110,Theo Petkantchin,3/18/2024 22:41,0.14649,2,theopetkantchin,,,,,,
2232,11767708,Pilgrimmeng,3/12/2024 13:48,0.14649,1,pilgrimmeng,,,,,,
2233,11979763,KhaTrươngNgọc,4/23/2024 3:23,0.14651,4,khatrngngc,,,,,,
2234,11937709,Aneta Baranska,4/12/2024 18:38,0.14651,2,anetabaranska,,,,,,
2235,11955990,MUHAMAD NOORAZIZI BIN ABD GHANI,4/16/2024 6:57,0.14652,1,muhamadnoorazizi,,,,,,
2236,11687767,diana 43,3/4/2024 16:28,0.14653,4,diana43,,,,,,
2237,11703650,yellow666,2/29/2024 10:39,0.14657,1,yellow666,,,,,,
2238,11846857,Somesh Dalmia,4/3/2024 11:23,0.14657,2,someshdalmia,,,,,,
2239,11693305,Katelyn Chu,3/1/2024 4:07,0.14659,1,katelynchu,,,,,,
2240,11794240,cjfdsg,3/18/2024 15:38,0.1466,5,cjfdsg,,,,,,
2241,11865790,Ayu K1027,3/31/2024 15:45,0.14662,1,ayuk1027,,,,,,
2242,11777827,Amrit Rai,3/23/2024 10:30,0.14663,2,amritwt,,,,,,
2243,11899914,Aditya Kiran Bhasutkar,4/5/2024 19:19,0.14663,1,adityakiranbhasutkar,,,,,,
2244,11942163,TrollMaster,4/21/2024 14:09,0.14664,2,masak1,,,,,,
2245,11785560,manimanicocco,3/16/2024 4:09,0.14664,1,manimanicocco,,,,,,
2246,11788641,Max&m,3/18/2024 10:53,0.14664,3,max1m3,,,,,,
2247,10685252,Ceekie,4/3/2024 9:16,0.14665,2,ceekie,,,,,,
2248,11717449,怪力肥肥猫,3/3/2024 5:25,0.14666,6,frogotrelics,,,,,,
2249,11840179,ShiningJ,4/1/2024 6:35,0.14666,4,shiningj,,,,,,
2250,11737032,Aaliyah Raderberg,3/6/2024 18:19,0.14667,1,aaliyahraderberg,,,,,,
2251,11739274,Mohamed Khaled #5,3/6/2024 23:50,0.14667,1,mokhaledabu,,,,,,
2252,11641643,Raunak Magesh,3/10/2024 1:08,0.14667,5,raunakmagesh,,,,,,
2253,11924172,Dapao Zhang_123,4/11/2024 2:29,0.14668,1,dapaozhang123,,,,,,
2254,11878308,Tran Duc Nguyen,4/2/2024 17:20,0.14668,1,nguyen10991,,,,,,
2255,11901642,Jakub Szampera,4/6/2024 7:26,0.1467,1,jakubszampera,,,,,,
2256,10909362,Anak1st,3/25/2024 6:09,0.14671,2,anak1st,,,,,,
2257,11921592,PXie,4/9/2024 19:47,0.14671,1,penny10880,,,,,,
2258,11768675,Siddharth Reddy,3/12/2024 15:58,0.14673,1,siddharthreddy113,,,,,,
2259,11745076,walid ghenaiet,3/24/2024 15:15,0.14674,4,walidghenaiet,,,,,,
2260,11823580,mat tuna,3/24/2024 16:23,0.14676,5,mattuna,,,,,,
2261,11771653,Huiwen0226,3/13/2024 7:33,0.14678,1,huiwen0226,,,,,,
2262,11820324,Rahul Kumar Dogra,4/4/2024 8:30,0.14678,2,rahulkumardogra2118,,,,,,
2263,11707460,Xinhao Zhang,3/3/2024 13:03,0.14679,1,xinhaoz,,,,,,
2264,11667008,s-projects18,3/15/2024 22:07,0.14679,44,sprojects18,,,,,,
2265,11966448,JuanmaEZ,4/17/2024 19:25,0.14679,1,juanmaez,,,,,,
2266,11686702,Nabe-camp,3/2/2024 9:15,0.1468,2,nabecamp,,,,,,
2267,11620932,[Deleted] 97b82c81-640f-4a33-94e3-9b6beb331b5f,3/4/2024 19:46,0.1468,5,del=1ee85f7d3bbf59a0,,,,,,
2268,11756949,shmuel berger,3/10/2024 16:26,0.14681,1,shmuelberger,,,,,,
2269,11641281,Nicholas Williams #2,4/8/2024 18:53,0.14681,5,spnico,,,,,,
2270,10839770,Hermengardo,4/27/2024 0:33,0.14681,3,hermengardo,,,,,,
2271,11877861,mmagician,4/2/2024 17:08,0.14682,1,mmagician,,,,,,
2272,11693151,Arttish,2/29/2024 12:42,0.14682,2,arttish,,,,,,
2273,11745449,Jonathon Moore1,3/8/2024 0:43,0.14683,1,jonathonmoore1,,,,,,
2274,11843453,Joel Knapp,3/30/2024 1:32,0.14684,1,joelknapp,,,,,,
2275,11822889,Sagar Puniyani,3/24/2024 5:26,0.14684,1,sagaraiarchitect,,,,,,
2276,11896615,Charles Ogbogu,4/7/2024 6:20,0.14684,1,ccharlesjr,,,,,,
2277,11806778,YXJSSR,3/25/2024 15:35,0.14685,10,yxjssr,,,,,,
2278,11978035,TMA-AI group 41,4/19/2024 5:50,0.14686,2,hoangminh2105,,,,,,
2279,11955265,jianhua yan,4/16/2024 3:54,0.14686,2,jianhuayan,,,,,,
2280,11756944,oneandonly211,3/16/2024 6:04,0.14687,16,oneandonly211,,,,,,
2281,11716005,ANJAN KUMAR,3/10/2024 10:42,0.14687,1,anjan8885,,,,,,
2282,11848508,Felix Liu,3/28/2024 21:59,0.14688,1,bigflexliu,,,,,,
2283,11504339,Ryan Carroll,3/1/2024 23:32,0.14691,1,ryanmcarroll1996,,,,,,
2284,11764575,gusdmswn,3/12/2024 6:48,0.14691,1,gusdmswn,,,,,,
2285,11286168,KingRamsey,3/4/2024 16:51,0.14691,7,kingramsey,,,,,,
2286,11748823,Chi Zhang #5,3/8/2024 15:01,0.14692,1,clvrobj,,,,,,
2287,11866761,kdovin,4/3/2024 11:48,0.14692,1,kdovin,,,,,,
2288,11750229,Graham Lightle,4/12/2024 20:20,0.14693,12,grahamlightle,,,,,,
2289,11756545,zhangyu #2,3/10/2024 12:46,0.14693,2,zhangyu789,,,,,,
2290,11756826,Guhankarthik,3/11/2024 9:55,0.14694,9,guhankarthik,,,,,,
2291,11529869,Reed Langton,2/29/2024 18:08,0.14695,2,reedlangtonusf,,,,,,
2292,6270228,Dr. Murat ALTUN,3/7/2024 12:28,0.14696,1,drmurataltun,,,,,,
2293,11796593,anym0re,3/20/2024 12:29,0.14696,3,anym0re,,,,,,
2294,11829809,Jordan Sucher,3/25/2024 20:17,0.14697,1,auiricle,,,,,,
2295,11705505,Makovka22,2/29/2024 18:19,0.14697,2,makovka22,,,,,,
2296,12021958,san2683,4/27/2024 12:54,0.14697,2,san2683,,,,,,
2297,11843105,Espi98,4/11/2024 22:44,0.14698,2,espi98,,,,,,
2298,11955327,William Riley,4/26/2024 3:19,0.14698,1,bigmeapy2,,,,,,
2299,11804583,Dreadd,3/26/2024 16:20,0.14698,3,dreadd,,,,,,
2300,11951903,lrfccc,4/15/2024 11:55,0.14699,1,lrfccc,,,,,,
2301,11725045,ValeriaDv,3/4/2024 15:25,0.147,1,valeriadv,,,,,,
2302,11975278,Asad_Syed1213,4/18/2024 19:44,0.14701,2,asadsyed1213,,,,,,
2303,11813433,batuhanozkose,3/21/2024 20:16,0.14702,1,batuhanozkose,,,,,,
2304,11853980,kolia_kroshko@ukr.net,4/19/2024 21:39,0.14702,12,koliakroshkoukrnet,,,,,,
2305,11614838,Yanyu CHEN1,3/19/2024 14:50,0.14703,1,yanyuchen1,,,,,,
2306,11822532,kousei0804,3/24/2024 12:02,0.14703,2,kousei0804,,,,,,
2307,11819135,songlinxi,3/23/2024 2:15,0.14706,1,songlinxi,,,,,,
2308,11765390,Sakshi Satre,3/21/2024 14:40,0.14706,4,sakshisatre,,,,,,
2309,12028725,SHUBHAM MANDAVKAR,4/27/2024 17:58,0.14706,1,shubhammandavkar,,,,,,
2310,9782919,Sandeep Sandy 124,4/18/2024 14:58,0.14707,1,sandeepsandy124,,,,,,
2311,10556665,Shaik Shahir,3/29/2024 9:27,0.14707,1,shaikshahir,,,,,,
2312,11871712,Grzegorz Wiacek,4/11/2024 13:08,0.14707,7,grzegorzwiacek,,,,,,
2313,11907740,AI workshop 1 - Group 88,4/18/2024 6:32,0.14708,1,ktd123123,,,,,,
2314,11736745,moxiazz,3/6/2024 13:12,0.1471,1,moxiazz,,,,,,
2315,11951999,Tài Quách,4/17/2024 9:05,0.1471,7,taiqp90,,,,,,
2316,11949457,Tân Võ Đình,4/16/2024 8:02,0.1471,3,tavod99,,,,,,
2317,11851693,Paul Schnell,3/31/2024 20:16,0.1471,1,pavelbyge,,,,,,
2318,11872312,Ajit Pratap Singh,4/1/2024 20:18,0.14711,1,ajitps,,,,,,
2319,11950924,AI Advance - Group 8,4/17/2024 1:58,0.14711,10,"andydovn,chido9,nguyendo96,nhudinhq,trnginh",,,,,,
2320,11884129,Jie Luo,4/4/2024 15:41,0.14712,7,tarnroew,,,,,,
2321,11866704,Paweł Matuszak,4/10/2024 18:20,0.14712,1,pawematuszak,,,,,,
2322,11909788,ziyue Zhou-catherine,4/11/2024 13:14,0.14713,1,ziyuezhoucatherine,,,,,,
2323,11897486,mandarsurve030112,4/13/2024 17:49,0.14713,2,mandarsurve030112,,,,,,
2324,11515418,Karl N.Sequeira,4/13/2024 16:46,0.14713,8,karlnsequeira,,,,,,
2325,11910943,Samanvay Siddhartha Srivastava,4/8/2024 7:05,0.14714,1,samanvaysiddharth,,,,,,
2326,11779289,Sameeksha34,3/14/2024 16:52,0.14715,1,sameeksha34,,,,,,
2327,11948792,Junwei Feng (Noah),4/15/2024 0:41,0.14716,10,junweifengnoah,,,,,,
2328,11848698,Dave #12,4/5/2024 23:16,0.14716,3,davidburnet,,,,,,
2329,11700983,Miguel Angel De Lillo,3/2/2024 23:47,0.14717,3,migueldelillo,,,,,,
2330,11653378,Chie Nakamae,3/20/2024 2:50,0.14717,1,chienakamae,,,,,,
2331,11851724,jack jai,4/3/2024 3:11,0.14717,3,jackjai,,,,,,
2332,11706176,shokoufa zeinali,3/4/2024 10:23,0.14718,4,shokoufazeynali,,,,,,
2333,11866950,NguyenHaiDangUIT,4/1/2024 9:35,0.14721,1,nguyenhaidanguit,,,,,,
2334,11998652,Alejandro Mendoza Arv,4/22/2024 16:47,0.14722,1,alejandromendozaarv,,,,,,
2335,11907356,Divyansh Mishra876,4/7/2024 14:30,0.14723,1,divyanshmishra876,,,,,,
2336,11606560,YasunobuNakamura,3/23/2024 15:10,0.14724,3,yasunobunakamura,,,,,,
2337,11797787,Yassine Khial,3/23/2024 14:58,0.14724,1,antoox,,,,,,
2338,11957547,Suhani Jain #2,4/16/2024 16:56,0.14725,2,suhaniiijaiiin,,,,,,
2339,11822988,Chiaki Amamitsu,3/24/2024 6:32,0.14726,9,lrelua,,,,,,
2340,11702557,Jatin Jindal,2/29/2024 7:17,0.14728,2,jatinjindal28,,,,,,
2341,11946331,jobom jan,4/16/2024 8:27,0.14728,1,jobomjan,,,,,,
2342,12010823,Nishan #3,4/27/2024 15:42,0.14729,10,nishpr,,,,,,
2343,11846490,Denis Suchkov,4/24/2024 12:12,0.14731,6,denissuchkov,,,,,,
2344,11728697,Joshua Leslie Arihadi,3/5/2024 7:36,0.14732,1,joshualesliearihadi,,,,,,
2345,8843654,ndoh moise,2/29/2024 5:16,0.14732,4,ndohmoise,,,,,,
2346,11790298,druvisCat,4/2/2024 7:50,0.14732,1,druviscat,,,,,,
2347,11985379,Abylai Atshabar,4/20/2024 9:14,0.14732,2,abylaiatshabar,,,,,,
2348,11938887,vkaaai_,4/14/2024 3:27,0.14734,3,vkaaai,,,,,,
2349,11942932,AI Advance - Group 87,4/19/2024 7:10,0.14735,30,"baokhanh9845,luantran99,quyntran,tanhkhoa,trnanhminh",,,,,,
2350,8512909,Naoki Ono,4/17/2024 13:32,0.14735,2,naokiono,,,,,,
2351,11725151,Nghia The,3/4/2024 15:28,0.14737,1,nghiathe,,,,,,
2352,11917289,John Nguyen 135,4/17/2024 10:04,0.14737,19,johnnguyen135,,,,,,
2353,11848684,Siddharth Pawar,3/31/2024 7:26,0.14737,1,siddharthpawar83,,,,,,
2354,11971640,Andreas Jahja Sadji,4/18/2024 9:27,0.14738,1,andreasjahjasadji,,,,,,
2355,10946845,LiuHuanY,4/2/2024 1:22,0.14738,3,liuhuany,,,,,,
2356,11767352,Alisa DeGrave,3/12/2024 12:13,0.1474,1,alisadegrave,,,,,,
2357,11583048,Karenna Kung,4/21/2024 14:55,0.14741,16,karennakung,,,,,,
2358,11910699,Michael Koon,4/8/2024 6:23,0.14742,1,kootszhin,,,,,,
2359,12022377,green,4/27/2024 8:27,0.14742,2,greenjohn,,,,,,
2360,11989451,zhangzhuoli,4/21/2024 2:53,0.14743,1,zhangzhuoli,,,,,,
2361,11714734,Melvin Njoroge,3/5/2024 15:54,0.14744,1,melvinnjoroge,,,,,,
2362,11864212,Sheng0120,4/27/2024 17:13,0.14744,7,sheng0120,,,,,,
2363,11805118,jiangzhen3s,3/22/2024 8:05,0.14745,9,jiangzhen3s,,,,,,
2364,11819958,DengDan,3/24/2024 1:31,0.14745,2,dengdan,,,,,,
2365,11654660,nsh2255,2/28/2024 5:14,0.14746,4,nsh2255,,,,,,
2366,11960449,Anuj Nellutla,4/20/2024 16:11,0.14746,1,anujnellutla,,,,,,
2367,11339652,fan leo zhang1216,3/5/2024 21:36,0.14747,2,fanleozhang1216,,,,,,
2368,11913314,lirong124,4/8/2024 14:44,0.14748,1,lirong124,,,,,,
2369,11678905,Hayat #2,3/31/2024 8:57,0.14749,2,hayatgouhi,,,,,,
2370,12023451,taoti_orange,4/26/2024 14:29,0.14749,1,taotiorange,,,,,,
2371,11945680,Bobliuyb,4/16/2024 0:39,0.14749,2,bobliuyb,,,,,,
2372,11806256,Amir Tavajjoli,3/20/2024 9:27,0.14749,1,amirtavajjoli,,,,,,
2373,11768410,fengz xu,3/12/2024 14:59,0.1475,1,fengzxu,,,,,,
2374,11854884,docpep,3/30/2024 16:57,0.1475,4,docpep,,,,,,
2375,11812683,Hamalhuang,4/9/2024 13:33,0.14751,1,hamalhuang,,,,,,
2376,11732526,Md. Sirajul Islam,3/6/2024 3:26,0.14751,1,mdsirajulislam123005,,,,,,
2377,11834301,有何不可 #2,4/16/2024 12:26,0.14751,12,zjlyouhebuke,,,,,,
2378,11790723,The Whicth,3/27/2024 11:42,0.14752,2,thewhicth,,,,,,
2379,3049894,ValRP,4/19/2024 18:29,0.14755,1,valribp,,,,,,
2380,11821299,CPchenpi,3/23/2024 16:27,0.14755,1,cpchenpi1,,,,,,
2381,11764562,jiwung,3/12/2024 5:31,0.14755,1,jiwung,,,,,,
2382,11982601,XaMJIo,4/19/2024 22:59,0.14755,3,xamjio,,,,,,
2383,11826684,kqmhdd,3/25/2024 6:46,0.14757,1,kqmhdd,,,,,,
2384,11790884,Olumide Oluwuyi,4/10/2024 22:52,0.14758,1,olumideoluwuyi,,,,,,
2385,11772625,Agnim Chakraborty,3/14/2024 11:13,0.14758,7,agnimchakraborty,,,,,,
2386,11594541,Mishu@2002,4/16/2024 4:59,0.14758,1,mishu2002,,,,,,
2387,11911251,Bruno Gavidia Crovetto,4/9/2024 6:30,0.14758,9,brunogavidiacrovetto,,,,,,
2388,11633173,JennyDJ,4/10/2024 17:54,0.14759,15,jennydj,,,,,,
2389,11992782,Mamatha Narne,4/27/2024 9:30,0.1476,3,mamathanarne,,,,,,
2390,11992335,petronijevic,4/25/2024 14:03,0.1476,12,petronijevic,,,,,,
2391,11754335,Tanmay Dalvi,3/9/2024 19:19,0.14761,1,tanmay0423,,,,,,
2392,11974976,fernan herrera,4/18/2024 20:06,0.14761,1,fernanherrera,,,,,,
2393,11741911,iqi-znan,3/9/2024 10:20,0.14761,7,iqiznan,,,,,,
2394,11862533,XinyueXu_CanyuLei_ZesongKuang,4/1/2024 23:29,0.14762,10,"connylei,johnkuang99,tayluckystar",,,,,,
2395,11949274,Khang Do,4/19/2024 2:22,0.14762,2,lunardo,,,,,,
2396,11909349,Edwin Junior Jara Bocanegra,4/9/2024 20:17,0.14764,5,edwinjarabocanegra,,,,,,
2397,11717588,Jack Anderson,4/12/2024 2:34,0.14765,42,jackanderson2424,,,,,,
2398,11709664,afrantsuzau,3/1/2024 13:13,0.14765,1,afrantsuzau,,,,,,
2399,11834188,Abc003,3/26/2024 14:10,0.14765,1,abc003,,,,,,
2400,11748140,broody Andy,3/8/2024 13:01,0.14767,2,broodyandy,,,,,,
2401,11895802,Josue Florian Parraga,4/9/2024 14:37,0.14767,5,josueflorianparraga,,,,,,
2402,11905039,ARNY SALAZAR COBIAN,4/8/2024 23:28,0.14767,1,arnysalazarcobian,,,,,,
2403,12013319,Will Yang,4/24/2024 21:59,0.14768,1,li87oo,,,,,,
2404,11844821,xiachangqian,4/23/2024 0:57,0.14769,5,xiachangqian,,,,,,
2405,11833563,student1234,3/26/2024 16:35,0.14769,10,student9213,,,,,,
2406,10073217,Duy Le #3,3/25/2024 5:50,0.14769,3,duyle2201,,,,,,
2407,11826685,LIU HaoTianez,3/26/2024 17:02,0.1477,1,liuhaotianez,,,,,,
2408,11903287,Seçkin İşbacar,4/8/2024 14:04,0.1477,1,seckinisbcr,,,,,,
2409,11909185,Elif Şahin #2,4/8/2024 14:22,0.1477,1,elifsahinn,,,,,,
2410,11634071,Nicola Mc Donnell,3/24/2024 13:41,0.14772,2,nicolamcdonnell,,,,,,
2411,11659910,Sherryberry225,3/9/2024 16:23,0.14772,1,sherryberry225,,,,,,
2412,11722576,[Deleted] 6140cab0-089a-4e65-9608-8bb9ad6dff3c,3/7/2024 6:52,0.14773,2,del=75acf1a17151a7b1,,,,,,
2413,11713817,IvyWei,3/8/2024 8:10,0.14773,1,veweiyi,,,,,,
